小区编号,小区面积,300m公交站点计数,300m站点密度,300m地铁站数量,300m地铁站点密度,地铁站周围300m公交线路数,:地铁站周围500m公交线路数,支路长度（m）,次干道长度（m）,主干道长度（m）,快速路长度（m）,总长（m）,支路密度（km/km2）,次干道密度(km/km2),主干道密度(km/km2),快速路密度(km/km2),总道路密度(km/km2),快线长度（m）,普通线长度（m）,晚班车长度（m）,支线长度（m）,住宅POI集聚水平（签到次数/km2）,政府机构POI集聚水平（签到次数/km2）,娱乐POI集聚水平（签到次数/km2）,未知分类POI集聚水平（签到次数/km2）,旅游景点POI集聚水平（签到次数/km2）,酒店宾馆POI集聚水平（签到次数/km2）,金融POI集聚水平（签到次数/km2）,教育POI集聚水平（签到次数/km2）,交通设施POI集聚水平（签到次数/km2）,地点标志POI集聚水平（签到次数/km2）,飞机场POI集聚水平（签到次数/km2）,公共设施POI集聚水平（签到次数/km2）,公司POI集聚水平（签到次数/km2）,购物POI集聚水平（签到次数/km2）,公交线路长度（m）,公交线路密度（km/km2）,公交线网长度,公交线网密度(km/km2),轨道线路长度,轨道线网密度(km/km2),建成环境FAC1_1,建成环境FAC2_1,建成环境FAC3_1,建成环境综合评分,人口（人）,人口密度（人/km2）,小汽车可达性（分钟）,公交可达性（分钟）,延时指数,300m内公交站300m服务面积,餐饮300m内公交站服务范围内POI（签到次数/km2）,地点标志300m内公交站服务范围内POI（签到次数/km2）,飞机场300m内公交站服务范围内POI（签到次数/km2）,公共设施300m内公交站服务范围内POI（签到次数/km2）,公司300m内公交站服务范围内POI（签到次数/km2）,购物300m内公交站服务范围内POI（签到次数/km2）,交通设施300m内公交站服务范围内POI（签到次数/km2）,教育300m内公交站服务范围内POI（签到次数/km2）,金融300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆300m内公交站服务范围内POI（签到次数/km2）,旅游景点300m内公交站服务范围内POI（签到次数/km2）,未知分类300m内公交站服务范围内POI（签到次数/km2）,娱乐300m内公交站服务范围内POI（签到次数/km2）,政府机构300m内公交站服务范围内POI（签到次数/km2）,住宅300m内公交站服务范围内POI（签到次数/km2）,餐饮集聚300m内公交站服务范围内POI（签到次数/km2）,地点标志集聚300m内公交站服务范围内POI（签到次数/km2）,飞机场集聚300m内公交站服务范围内POI（签到次数/km2）,公共设施集聚300m内公交站服务范围内POI（签到次数/km2）,公司集聚300m内公交站服务范围内POI（签到次数/km2）,购物集聚300m内公交站服务范围内POI（签到次数/km2）,交通设施集聚300m内公交站服务范围内POI（签到次数/km2）,教育集聚300m内公交站服务范围内POI（签到次数/km2）,金融集聚300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆集聚300m内公交站服务范围内POI（签到次数/km2）,旅游景点集聚300m内公交站服务范围内POI（签到次数/km2）,未知分类集聚300m内公交站服务范围内POI（签到次数/km2）,娱乐集聚300m内公交站服务范围内POI（签到次数/km2）,政府机构集聚300m内公交站服务范围内POI（签到次数/km2）,住宅集聚300m内公交站服务范围内POI（签到次数/km2）,FAC1_1公交站点服务范围,FAC2_1公交站点服务范围,FAC3_1公交站点服务范围,,0时签到总数,1时签到总数,2时签到总数,3时签到总数,4时签到总数,5时签到总数,6时签到总数,7时签到总数,8时签到总数,9时签到总数,10时签到总数,11时签到总数,12时签到总数,13时签到总数,14时签到总数,15时签到总数,16时签到总数,17时签到总数,18时签到总数,19时签到总数,20时签到总数,21时签到总数,22时签到总数,23时签到总数,签到总数总计
375,2.47638,15,6.057228697,0,0,,,0,0,1010.891199,1418.201079,2429.092278,0,0,0.408213279,0.572691218,0.980904497,0,73.20025433,0,1935.834356,4.845782957,0,0,14.94116412,0,0.403815246,0,0,19.78694708,0.403815246,0,60.97610221,14.13353363,4.441967711,7685.703478,3.103604244,4910.587243,1.982969998,,,-0.377752952,-0.206245812,-0.186908668,-0.296863394,19819.97932,8003.609834,2774.696502,9913.249148,3.57273278,2.2683609,4,1,,151,43,14,83,18,,1,,38,,,163,1.763387828,0.440846957,0,66.5678905,18.95641915,6.171857397,36.59029743,7.935245225,0,0.440846957,0,16.75218436,0,0,71.85805398,-0.527414859,-0.192565222,-0.028760576,-0.36081123,9,7,1,1,5,3,2,15,15,21,12,28,14,11,12,6,9,10,24,13,13,14,25,28,298
376,5.936006,,,,,,,0,0,0,2125.41879,2125.41879,0,0,0,0.358055364,0.358055364,0,0,0,513.5441464,,,,,,,,,,,,,,,,,,,,,,,,0,,,2246.197314,9812.536961,4.368510682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1.842452,,,,,,,0,0,1099.898543,0,1099.898543,0,0,0.596975413,0,0.596975413,0,1098.997771,0,1672.462117,,,,,,,,,,,,,,,,,,,,,,,,0,,,2463.190722,10664.83743,4.329683989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,3.104012,38,12.24222071,0,0,,,0,0,641.2705272,0,641.2705272,0,0,0.206594088,0,0.206594088,0,3304.653935,0,5548.83437,41.23695398,12.24222071,19.00765848,38.33748065,0.644327406,79.25227093,0.322163703,1.932982218,11.92005701,10.3092385,0,189.7544211,1.288654812,27.06175105,43801.96957,14.11140471,7249.125111,2.335404989,,,-0.238813797,-0.050177136,-0.292850168,-0.204990513,31129.56831,10028.817,2577.282922,9868.971711,3.829215499,4.4927969,563,30,,662,27,106,548,27,18,491,2,190,69,38,258,125.3116962,6.677355035,0,147.3469678,6.009619531,23.59332112,121.9730186,6.009619531,4.006413021,109.2860441,0.445157002,42.28991522,15.35791658,8.457983044,57.4252533,-0.362764149,-0.2279969,0.091740078,-0.247016204,124,72,40,38,23,17,28,41,54,91,92,87,90,91,83,60,75,73,65,104,109,102,147,125,1831
379,2.72733,31,11.36642797,0,0,,,0,0,3976.323973,0,3976.323973,0,0,1.45795484,0,1.45795484,0,4310.599697,0,7187.484195,671.7192272,0,0.366658967,0.366658967,0,2.566612768,0,4.033248635,15.39967661,0,0,8.799815204,11.73308694,5.866543469,27466.63215,10.07088697,9270.54659,3.399129035,,,-0.368678939,-0.2601912,-0.209163558,-0.309406222,26820.87681,9834.114981,2736.663244,9049.377211,3.306719316,4.8341928,115,8,,136,106,45,123,22,,482,1,135,19,38,1864,23.78887329,1.654878142,0,28.13292842,21.92713538,9.30868955,25.44375144,4.550914891,0,99.70640807,0.206859768,27.92606865,3.930335588,7.860671176,385.5866071,-0.454952347,-0.186740462,-0.116921047,-0.333282396,113,75,39,24,14,13,20,40,67,81,105,75,85,75,68,106,94,105,98,94,105,134,147,193,1970
380,3.496363,40,11.4404597,0,0,,,3621.617946,0,2710.666816,1384.664812,7716.949574,1.035824354,0,0.775281862,0.39603005,2.207136265,0,6423.30472,0,3435.114849,26.5990688,0,8.580344775,30.6032297,0,0.858034478,0,14.30057463,108.3983557,176.1830794,0,82.08529835,23.45294239,30.31721821,36825.96305,10.53264866,10486.16318,2.999163182,,,-0.341058821,-0.18386859,-0.111586798,-0.255522716,34422.3789,9845.195965,2610.802469,9209.404908,3.527423088,5.5200443,211,611,,304,275,117,491,51,4,259,,274,41,,189,38.22433092,110.6875175,0,55.0720218,49.81844077,21.19548207,88.94856152,9.239056288,0.724631866,46.91991331,0,49.6372828,7.427476624,0,34.23885566,-0.461579303,-0.033071716,-0.154186225,-0.311829494,124,61,45,26,14,24,57,62,63,60,77,78,100,101,74,87,95,66,87,87,125,120,131,160,1924
381,3.908988,37,9.46536546,0,0,,,4794.813488,762.4890021,2864.091253,2542.18476,10963.5785,1.226612486,0.195060461,0.732693795,0.650343455,2.804710197,0,5473.421128,0,6429.672459,69.07158579,0,18.16326886,4.348951698,0,83.14172364,0.255820688,0,10.23282752,5.37223445,0,2.558206881,82.88590295,4.860593074,51858.98257,13.26660061,8866.359527,2.268198195,,,-0.248087391,-0.26455098,0.365163943,-0.123898259,38528.57845,9856.407451,2515.400206,9548.081459,3.795849836,5.602757,610,615,,105,451,246,270,78,1,381,,570,92,,146,108.8749699,109.7673877,0,18.74077352,80.49608434,43.90695509,48.19056047,13.92171747,0.178483557,68.00223533,0,101.7356277,16.42048727,0,26.05859936,-0.395356284,0.097283722,-0.316166858,-0.275803072,109,64,37,16,10,7,16,38,70,59,77,43,93,74,60,64,47,70,66,81,85,92,116,133,1527
382,3.215967,27,8.395608537,0,0,,,2664.080912,496.8928643,1587.557555,0,4748.531331,0.828391868,0.154508073,0.493648584,0,1.476548525,0,3981.432194,0,3650.370731,102.6129932,0,6.218969287,94.83928162,29.54010411,1.865690786,0,86.75462155,0,243.4726476,0,0,40.73424883,112.5633441,22791.87971,7.087099994,6503.101432,2.022129404,,,-0.323881062,-0.249658027,0.020446169,-0.234190169,30665.85753,9535.501306,2745.814433,9737.255464,3.546217598,4.2376637,160,789,,95,527,362,23,330,4,9,,410,19,,11,37.75665351,186.1874976,0,22.41801302,124.3609775,85.42442856,5.427518942,77.87309786,0.943916338,2.12381176,0,96.75142461,4.483602604,0,2.595769929,-0.457319588,0.348153325,-0.416869885,-0.27892693,196,68,39,14,18,15,43,81,82,92,117,91,125,97,86,92,70,113,102,147,114,161,247,241,2451
383,2.77664,36,12.96531059,0,0,,,0,0,4171.511839,0,4171.511839,0,0,1.502359629,0,1.502359629,0,6075.248414,0,1588.957471,183.6752334,0,19.08781837,26.65091622,2.881180131,366.6301717,1.440590066,32.77342399,14.40590066,11.16457301,0,155.9438746,41.41696439,25.57047367,41643.48139,14.9977964,7343.868321,2.644875937,,,-0.136335356,-0.004708658,0.019809594,-0.072233063,27471.40384,9893.757866,2614.199179,9508.163946,3.637122994,4.9379444,730,42,,448,166,422,187,147,8,1021,8,255,70,17,751,147.8347954,8.50556357,0,90.72601141,33.61722744,85.46066254,37.87000923,29.7694725,1.620107347,206.7662001,1.620107347,51.64092168,14.17593928,3.442728112,152.0875772,-0.273426331,-0.096383932,-0.093940179,-0.20148704,206,105,58,39,16,26,29,58,86,98,102,104,146,134,91,100,92,93,131,119,129,194,216,257,2629
384,1.670616,,,,,,,0,0,1476.204844,151.7528784,1627.957722,0,0,0.883629059,0.090836481,0.97446554,0,2630.547798,0,13.31132862,,,,,,,,,,,,,,,,,,,,,,,,0,,,2550.89234,11238.5511,4.405733211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,3.267196,,,,,,,0,0,0,0,0,0,0,0,0,0,0,139.3746365,0,1239.199152,,,,,,,,,,,,,,,,,,,,,,,,0,,,2250.362603,10894.25394,4.841110462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,4.224224,,,,,,,5593.021393,3616.204827,0,0,9209.22622,1.324035229,0.8560637,0,0,2.180098929,0,1475.255259,0,7328.592145,,,,,,,,,,,,,,,,,,,,,,,,0,,,2605.712526,10957.8068,4.205301502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2.173855,16,7.360196517,0,0,,,0,2169.701569,0,0,2169.701569,0,0.998089371,0,0,0.998089371,0,0,0,2165.49252,4.600122823,0,269.5671974,0,0,298.5479712,0,325.6886959,201.4853797,556.6148616,0,0.460012282,10.58028249,35.42094574,28201.85827,12.97320119,3218.896661,1.480731999,,,-0.005338947,-0.345555636,-0.192204913,-0.12574477,18237.87555,8389.646757,1934.304928,8298.740476,4.290295887,2.2235827,11,1213,,1,34,77,299,1,,649,,26,587,,1,4.94697139,545.5160269,0,0.449724672,15.29063884,34.62879973,134.4676769,0.449724672,0,291.871312,0,11.69284147,263.9883824,0,0.449724672,-0.237104373,-0.350626033,-0.284269246,-0.27020577,224,122,70,38,41,60,95,195,176,131,126,126,148,138,121,153,143,205,193,209,224,275,250,253,3716
388,3.097228,18,5.811648351,0,0,,,0,0,0,774.7043239,774.7043239,0,0,0,0.250128284,0.250128284,0,0,0,4082.191995,0,0,0,0,0,0,0,0,0,0.645738706,0,0,0,0,27394.04424,8.844697337,4176.177429,1.348359704,,,-0.370301384,-0.269799117,-0.304729953,-0.332566107,25684.59966,8292.770071,2011.644628,9249.077002,4.597768847,2.7406225,10,1203,,1,,28,,1,,,,,577,,,3.648806065,438.9513696,0,0.364880607,0,10.21665698,0,0.364880607,0,0,0,0,210.53611,0,0,-0.460718321,-0.460390861,-0.163793465,-0.403685908,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
389,5.223924,,,,,,,2618.332337,629.1008501,2936.705141,862.9197679,7047.058096,0.501219454,0.120426876,0.562164599,0.165186126,1.348997056,753.5626908,3923.461532,0,5737.025455,,,,,,,,,,,,,,,,,,,,,,,,0,,,2297.674538,9885.243878,4.302282031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2.923801,,,,,,,0,0,3364.740227,1432.813534,4797.553761,0,0,1.150810273,0.49005166,1.640861933,0,1054.373554,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,2441.38786,9915.09441,4.061253262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2.087505,,,,,,,0,0,1388.017651,233.9944003,1622.012051,0,0,0.664917043,0.112092857,0.7770099,0,2932.487608,0,878.6061378,,,,,,,,,,,,,,,,,,,,,,,,0,,,2488.760288,11068.42161,4.447363478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2.962806,42,14.17575096,0,0,,,0,174.6291711,501.8812766,220.2975061,896.8079538,0,0.058940468,0.169393904,0.074354347,0.302688719,0,3673.909505,0,3560.684665,299.3783596,9.45050064,40.83966348,289.9278589,0,115.0935971,6.41283972,38.8145562,135.007152,5.73780396,0,41.51469924,16.875894,92.47989912,59198.64608,19.98060153,8094.274396,2.731962334,,,-0.251224375,-0.195374632,-0.170884063,-0.22108224,29769.15016,10047.62045,2418.842916,9565.235714,3.954467506,5.4430113,140,43,,161,315,4273,499,115,20,895,,1014,173,28,963,25.72105628,7.900038716,0,29.57921473,57.87237664,785.0433821,91.67719347,21.12801052,3.674436612,164.4310384,0,186.2939362,31.78387669,5.144211257,176.9241229,-0.184522845,-0.00506667,-0.228033758,-0.154855872,275,177,94,34,25,23,30,74,99,146,174,149,141,164,115,129,127,116,132,133,191,210,289,285,3332
393,8.682926,14,1.612359705,0,0,,,0,0,0,538.6950902,538.6950902,0,0,0,0.062040733,0.062040733,0,480.7255871,0,24.55946933,0.11516855,0,46.06742013,0.11516855,0,0,0,0,1.382022604,0,0,0,0.230337101,0,11149.68642,1.284093221,1976.291393,0.227606615,,,-0.337181046,-0.299802166,-0.295193058,-0.319469221,10218.61458,1176.863028,2086.247423,8844.702527,4.239527119,2.0099106,1,1203,,,10,96,,1,,1,,,587,,1,0.497534567,598.5340841,0,0,4.97534567,47.76331843,0,0.497534567,0,0.497534567,0,0,292.0527908,0,0.497534567,-0.41783628,-0.480890526,-0.21412438,-0.39211467,28,9,7,4,8,7,9,18,21,11,17,15,17,13,18,14,21,29,22,26,14,25,27,36,416
394,2.479898,13,5.242151088,0,0,,,0,0,0,0,0,0,0,0,0,0,0,633.4871882,0,2124.595029,46.37287501,0,0,0,0,0,0,59.67987393,0,1.209727174,0,0,18.9523924,0,10788.88057,4.350534001,2760.548569,1.113170207,,,-0.370959526,-0.272682732,-0.150347726,-0.301363931,16636.26993,6708.449271,1857.397938,7528.205601,4.053092473,2.2172563,3,3,,2,8,22,1,210,,,,,,,139,1.353023554,1.353023554,0,0.902015703,3.608062812,9.922172732,0.451007851,94.71164881,0,0,0,0,0,0,62.69009135,-0.545806884,-0.316536876,-0.080677718,-0.40800249,14,10,5,0,0,2,1,13,16,10,9,16,21,11,13,30,13,15,11,13,14,24,30,23,314
395,2.275078,30,13.18636108,0,0,,,0,696.1649823,0,0,696.1649823,0,0.305996094,0,0,0.305996094,0,193.1731859,0,4797.055432,28.57044901,0,0,6.153635172,6.153635172,0,0,0,59.33862487,0.879090739,0,25.49363143,3.076817586,1.318636108,38834.56064,17.0695513,5004.585869,2.199742545,,,-0.373160488,-0.242989659,-0.278520209,-0.322256527,18732.14795,8233.628891,1951.231481,8103.797205,4.153170592,4.1737075,60,20,,692,28,6,246,150,,6,,7,,,97,14.37570793,4.791902643,0,165.7998314,6.7086637,1.437570793,58.94040251,35.93926982,0,1.437570793,0,1.677165925,0,0,23.24072782,-0.504114076,-0.202128474,0.155074728,-0.313671776,21,7,4,1,1,1,2,5,13,11,12,16,21,7,9,13,8,11,15,22,24,20,32,24,300
396,2.111889,22,10.41721416,0,0,,,0,921.2952187,0,1653.781518,2575.076737,0,0.436242255,0,0.783081648,1.219323902,0,1439.735629,0,2071.616644,42.61587612,0,271.7945877,6.629136285,1.420529204,48.29799293,0,11.83774337,57.76818763,5.208607081,0,456.9368939,1.420529204,10.41721416,15619.76172,7.396109227,3702.913255,1.753365473,,,0.002872486,0.054130755,-0.240324499,-0.035680015,17230.55804,8158.836965,1933.97428,7600.026244,3.929745252,3.2560623,919,21,,1858,34,344,544,28,2,133,3,6,637,,35,282.2427568,6.449508045,0,570.6279023,10.44206064,105.6490842,167.0729703,8.59934406,0.614238861,40.84688429,0.921358292,1.842716584,195.6350774,0,10.74918008,-0.133271966,-0.100629077,0.629192833,0.019930091,218,100,61,35,18,5,28,47,71,81,105,125,119,117,105,107,119,130,111,165,140,194,192,257,2650
397,1.734792,16,9.223007715,0,0,,,0,3016.321578,0,0,3016.321578,0,1.738722324,0,0,1.738722324,0,3015.166604,0,2091.088454,134.3100499,4.035065875,39.77422077,8.646569733,0.576437982,0.576437982,1.152875964,0,155.6382552,0.576437982,0,125.6634801,10.37588368,160.249759,52445.78727,30.23174379,4857.71884,2.800173646,,,-0.310791953,-0.121945817,-0.217591152,-0.246156346,16860.63897,9719.112706,2020.064948,8839.165984,4.375684055,2.7538531,686,5041,,216,21,281,648,217,2,4,1,16,685,7,247,249.1055169,1830.526109,0,78.43555635,7.625679089,102.0388488,235.306669,78.79868392,0.726255151,1.452510303,0.363127576,5.810041211,248.7423893,2.54189303,89.69251119,-0.261281927,-0.445540273,-0.112500766,-0.271774332,82,50,38,8,11,11,11,35,32,49,40,42,47,44,41,60,41,40,66,59,88,89,108,90,1182
398,1.45363,7,4.815530775,0,0,,,0,0,0,1436.756727,1436.756727,0,0,0,0.988392319,0.988392319,0,1220.256611,0,324.4457745,4.815530775,0,0,0.687932968,0,0.687932968,0,13.07072639,55.72257039,4.815530775,0,0,2.751731871,27.51731871,12634.16672,8.69145981,2189.89643,1.50650195,,,-0.366303714,-0.262743668,-0.283843173,-0.324308521,11330.62724,7794.712024,1756.204733,7162.671779,4.078494747,1.3939335,2,5,,,16,40,143,32,,24,,3,2037,,284,1.434788675,3.586971688,0,0,11.4783094,28.69577351,102.5873903,22.95661881,0,17.2174641,0,2.152183013,1461.332266,0,203.7399919,0.062881212,-1.126303208,-0.75333668,-0.345645508,14,6,0,3,2,2,1,2,4,6,6,13,6,1,4,5,5,5,9,8,13,15,18,12,160
399,2.626492,30,11.42207934,0,0,,,1127.816268,616.3320111,0,0,1744.148279,0.42940023,0.234659771,0,0,0.664060001,0,1567.320287,0,4272.507582,12.94502325,12.56428727,111.9363775,5.33030369,0,0,0.380735978,4.949567712,1.522943911,6.853247602,0,245.1939698,8.376191513,10.66060738,44587.09028,16.97590942,6061.151747,2.307698537,,,-0.312345347,-0.082056082,-0.206991219,-0.235259285,23376.56163,8900.298052,1858.139463,7701.953799,4.144981554,4.1119599,58,20,,685,28,52,103,190,1,246,,22,2128,33,381,14.10519592,4.863860662,0,166.5872277,6.809404926,12.64603772,25.04888241,46.20667629,0.243193033,59.82548614,0,5.350246728,517.5147744,8.025370092,92.6565456,-0.254190894,-0.492634377,-0.08245074,-0.271757234,52,29,12,15,10,16,20,34,29,49,58,57,68,59,50,47,51,55,64,62,57,77,97,69,1137
400,2.40571,27,11.2232979,0,0,,,1754.441549,0,0,391.5150652,2145.956614,0.729282228,0,0,0.162744082,0.89202631,0,4076.550662,0,4144.440698,1203.386942,0,4.156777001,14.5487195,0,7.066520902,0,49.04996862,18.70549651,1.2470331,0,2.078388501,3.325421601,3.325421601,46214.16847,19.21019926,4831.463049,2.008331448,,,-0.363074926,-0.267772322,-0.277434625,-0.322390181,21336.14717,8868.960585,1998.976987,8724.408177,4.364436526,3.8352683,20,24,,45,18,143,669,199,2,17,,120,720,6,4069,5.21475903,6.257710836,0,11.73320782,4.693283127,37.28552706,174.4336896,51.88685235,0.521475903,4.432545176,0,31.28855418,187.7313251,1.564427709,1060.942725,-0.455100136,-0.414299616,-0.15113408,-0.38814259,375,123,77,48,34,22,61,66,91,76,175,78,127,136,97,95,135,330,187,76,47,179,253,258,3146
401,3.582757,34,9.489898422,0,0,,,1093.742752,0,0,2152.272312,3246.015064,0.305279636,0,0,0.600730753,0.906010389,1343.579032,5103.360791,0,7307.940024,35.44756175,0,0,0.837343978,0,1.116458638,0,0.279114659,320.7027437,5.861407849,0,6.419637168,78.15210465,0.558229319,87396.28567,24.39358451,12586.42058,3.513054494,,,-0.370658228,-0.274410817,0.3319653,-0.200841372,31024.21204,8659.312379,2061.572314,8231.19781,3.992679643,4.5524316,17,17,,27,284,2,1149,185,,24,,35,,6,196,3.734268078,3.734268078,0,5.930896359,62.38424318,0.439325656,252.3925895,40.6376232,0,5.271907874,0,7.688198984,0,1.317976969,43.05391431,-0.522896028,0.009736361,-0.25164683,-0.358023038,114,49,31,12,14,14,23,57,50,40,51,50,77,54,49,53,62,66,74,83,106,113,174,211,1627
402,2.192198,29,13.22873208,0,0,,,0,0,0,2054.766271,2054.766271,0,0,0,0.937308706,0.937308706,2682.925444,5590.672349,0,2707.095333,110.3914884,0,305.1731641,88.03949278,0,7.754773976,0,0,30.10676955,5.473958101,0,19.61501653,78.46006611,65.68749721,97385.57262,44.42371201,7039.285377,3.211062767,,,0.060264188,-0.439074047,0.371085799,0.00578566,21728.00028,9911.513595,1898.697314,7920.721081,4.171660761,3.8967378,747,1159,,2763,315,6426,611,2,,43,,155,706,,486,191.6988102,297.4282745,0,709.0546354,80.83684768,1649.071693,156.797822,0.513249827,0,11.03487127,0,39.77686156,181.1771888,0,124.7197079,0.247596652,0.365576964,0.684025974,0.356327976,174,105,53,40,19,23,35,71,70,48,64,75,106,84,76,75,76,87,103,131,143,168,201,256,2283
403,1.858427,10,5.380894703,0,0,,,1714.724511,0,0,1643.58627,3358.310781,0.922675204,0,0,0.884396465,1.807071669,1749.673291,1994.174745,0,587.5100165,107.0798046,0,0,10.76178941,0,1.076178941,0,5.380894703,219.5405039,0,0,1292.490908,0.53808947,2.152357881,72429.23375,38.97340802,3338.063751,1.796176955,,,-0.535509709,1.096240153,-0.237819947,-0.083075011,14058.58948,7564.778966,1828.418891,7122.179592,3.895266904,1.765589,70,14,,2412,10,9,566,12,11,16,,65,9,,495,39.64682607,7.929365215,0,1366.11635,5.663832296,5.097449067,320.572908,6.796598755,6.230215526,9.062131674,0,36.81490993,5.097449067,0,280.3596987,-0.230764051,0.510816078,1.950018496,0.344745438,143,101,49,32,10,23,28,90,115,116,148,149,167,171,123,167,163,155,166,161,149,180,238,202,3046
404,0.819573,15,18.30221347,0,0,,,609.0185665,1135.990199,0,0,1745.008766,0.743092521,1.386075675,0,0,2.129168196,236.9717915,1719.604766,0,854.6617466,153.7385931,0,1.220147565,52.46634528,0,1.220147565,13.42162321,7.320885388,185.4624298,23.18280373,0,388.0069256,59.78723067,29.28354155,54455.99278,66.44434698,2536.924405,3.095422134,,,-0.411593311,0.138274143,0.199378872,-0.152440395,8322.558109,10154.74901,1879.273663,7250.926721,3.858366593,2.4188495,676,24,,319,207,6292,707,12,12,61,,131,413,,338,279.4717075,9.922072456,0,131.8808797,85.57787494,2601.236662,292.2877178,4.961036228,4.961036228,25.21860083,0,54.15797882,170.7423302,0,139.7358538,0.433497402,0.018184066,-0.179516782,0.227905193,47,29,18,5,4,6,15,15,30,23,31,28,39,28,22,28,44,45,48,43,41,47,55,66,757
405,1.648364,30,18.19986362,2,1.213324241,22,24,6353.325994,0,693.1829811,410.7556258,7457.264601,3.854322221,0,0.420527857,0.249189879,4.524039958,0,2326.054218,0,1568.452115,663.081698,6.673283328,1651.334293,888.7600069,0,51.56628026,3.033310604,10.91991817,411.3169179,74.01277873,0,53.99292875,20.62651211,74.01277873,74389.56955,45.12933403,4605.398164,2.793920617,744.4022021,0.451600619,0.886727009,-1.254677988,0.131557091,0.216825358,16485.06702,10000.86572,1689.102881,6113.150307,3.619169901,3.7467401,201,136,,97,902,132,5141,16,16,2168,,1548,3008,13,1883,53.64663538,36.29822095,0,25.8891723,240.7426125,35.23062622,1372.126132,4.270378936,4.270378936,578.6363458,0,413.159162,802.8312399,3.469682885,502.570221,0.27524018,0.633143377,-1.219206816,0.064336226,459,302,196,71,49,30,57,134,211,226,235,236,295,242,247,280,267,275,320,327,429,427,560,655,6530
406,1.927181,35,18.16124173,2,1.037785242,22,24,5580.522821,3413.441432,1825.460411,0,10819.42466,2.895692112,1.771209571,0.947217937,0,5.61411962,138.7586837,5169.959735,0,3209.147077,541.2050036,0,11.93453028,483.08903,0,113.1185914,0.518892621,2.594463104,5639.843896,1283.740344,0,1.037785242,23.35016794,7.783389313,116269.371,60.33131866,5652.709879,2.933149444,1331.632956,0.690974515,-0.064237613,-0.24247297,-0.131894059,-0.120998641,19045.85413,9882.753166,1620.705761,6182.197342,3.814509389,3.7479739,760,2488,,55,55,53,5399,9,1,223,,188,89,13,3014,202.7762253,663.8253271,0,14.67459525,14.67459525,14.14097361,1440.511632,2.401297405,0.266810823,59.49881348,0,50.16043468,23.74616323,3.468540696,804.1678198,-0.37491913,-0.291214363,-0.137060638,-0.311554989,1338,657,305,160,97,109,153,378,609,558,655,664,638,692,592,662,623,618,757,825,1072,1236,1391,1583,16372
407,1.122653,18,16.03344934,0,0,,,4582.364017,1103.16683,0,723.0095988,6408.540446,4.081727851,0.982642749,0,0.644018765,5.708389365,0,2679.7958,0,2492.244994,20.48718527,0,10.68896623,168.3512181,0,12.4704606,0.890747185,0,432.9031321,6.235230298,0,5.344483113,165.6789765,123.8138588,68445.13604,60.96731229,2922.293071,2.603024329,,,-0.335435649,-0.259779246,1.038955513,-0.030190951,11203.44361,9979.435863,1672.853183,6358.27483,3.800856462,2.9988449,180,141,,46,444,157,1604,15,15,2197,,1595,2978,,91,60.0231109,47.01810354,0,15.33923945,148.0570069,52.35349117,534.8726105,5.001925908,5.001925908,732.6154147,0,531.8714549,993.0490236,0,30.34501718,0.427244502,0.035688384,-1.067157074,0.057579957,101,45,26,14,17,13,15,33,37,36,42,28,48,41,44,41,31,38,42,51,44,73,101,120,1081
